ITEMBMBR,itemdesc,COSTO_ACT,ULTIMO_COSTO,MODIFDT,ITMCLSCD,PORCENTAJE,METODO_PRECIO,UOFM,QTYBSUOM,PRECIO_UC,PRECIO_CA,PVP,USCATVLS_4
ANAT0161,RECTO,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0162,"RECTO, SIGMOIDES","0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0163,RESECCION INTESTINAL(COND.NO TUMORAL),"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0164,RESECCION INTESTINAL(COND.TUMORAL),"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0165,RESTOS OVULARES,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0166,RETROPERITONEO,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0167,"RETROPERITONEO, TRUCUT","0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0168,RINOFARINGE,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0169,RIÑON COMPLETO (COND. NO TUMORAL),"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0170,RIÑON COMPLETO(COND. TUMORAL),"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0171,RIÑON POR PUNCION,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0172,RIÑON TRUCUT,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0173,SENOS PARANASALES,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0174,SEPTUN NASAL,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0175,SERVICIO DE ANATOMIA PATOLOGICA,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0176,SIGMOIDES,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0177,SINOVIA,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0178,SUPRARENAL,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0179,TEJIDO SINOVIAL,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0180,TESTICULO (PUNCION),"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0181,TESTICULO COMPLETO,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0182,"TESTICULO, ORQUIDECTOMIA","0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0183,TIMO BX,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0184,TIMO RESECCION,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0185,TIMO TUMORAL,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0186,TIROIDES COMPLETA (LOBECTOMA),"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0187,TIROIDES COMPLETA (TIROIDECTOMIA),"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0188,TIROIDES PUNCION,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0189,TRAQUEA,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0190,TROMBOS,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0191,TROMPA DE FALOPIO,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0192,TROMPA UTERINA,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0193,TUMOR DE PARTES BLANDAS (PEQ.),"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0194,TUMOR DE PARTES BLANDAS(GRANDE),"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0195,TUMORES DEL SIST.NERVIOSO(SNC),"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0196,TUNICA VAGINAL,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0197,UNA,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0198,UNION ESOFAGO-GASTRICA,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0199,URETER,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0200,URETRA,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0201,UTERO (MIOMAS),"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0202,UTERO CON ANEXOS,"0,00",,,ANAT       ,"952,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","952,00",SMGeneral  
ANAT0203,UTERO CONDICION NO TUMORAL,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0204,UTERO SIN ANEXOS,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0205,UTERO TUMORAL,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0206,UVULA,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0207,VACIAMIENTO (AXILAR O CERVICAL),"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0208,VAGINA,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0209,VALVULA CARDIACA,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0210,VARICES,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0211,VARICOCELE,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0212,VEJIGA URINARIA,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0213,VEJIGA URINARIA (CONDICION TUMORAL),"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0214,VENA,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0215,VESICULA BILIAR (COLECISTECTOMIA),"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0216,VESICULA BILIAR POR TUMOR,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0217,VIAS BILIARES,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0218,VULVA,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0219,YEYUNO,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0220,CITOLOGIA LIQUIDA ASCITICO,"0,00",,,ANAT       ,"220,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","220,00",SMGeneral  
ANAT0221,DESCALSIFICACION DE HUESO,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0222,MARGEN DE RESECCION,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0223,DIAGNOSTICO,"0,00",,,ANAT       ,"476,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","476,00",SMGeneral  
ANAT0224,INSUMOS ESPECIALES ADENOIDES,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0225,INSUMOS ESPECIALES AMIGDALAS,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0226,INSUMOS ESPECIALES AMIGDALAS + ADENOIDES,"0,00",,,ANAT       ,"29,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","29,00",SMPuntos   
ANAT0227,INSUMOS ESPECILES ANEURISMA,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0228,INSUMOS ESPECIALES ANEXO (OVARIO+TROMPA),"0,00",,,ANAT       ,"29,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","29,00",SMPuntos   
ANAT0229,INSUMOS ESPECIAL ANO,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0230,INSUMOS ESPECIALES AORTA,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0231,INSUMOS ESPECIALES APENDICE CECAL (APENDICECTOMIA),"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0232,INSUMOS ESPECIALES ARTERIA,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0233,INSUMOS ESPECIALES BAZO,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0234,INSUMOS ESPECIALES BIOPSIA BRONQUIAL,"0,00",,,ANAT       ,"29,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","29,00",SMPuntos   
ANAT0235,INSUMOS ESPECIALES BIOPSIA DE PIEL,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0236,INSUMOS ESPECIALES BIOPSIA ENDOMIOCARDICA,"0,00",,,ANAT       ,"29,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","29,00",SMPuntos   
ANAT0237,INSUMOS ESPECIALES BIOPSIA ESOFAGO,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0238,INSUMOS ESPECIALES BIOPSIA GASTRICA,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0239,INSUMOS ESPECIALES BIOPSIA INTESTINAL,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0240,INSUMOS ESPECIALES BIOPSIA PRE-OPERATORIA,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0241,INSUMOS ESPECIALES BIOPSIA TRANSBRONQUIAL,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0242,INSUMOS ESPECIALES BLOQUES DE REVISION (DE 1 A 5),"0,00",,,ANAT       ,"63,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","63,00",SMPuntos   
ANAT0243,INSUMOS ESPECIALES BLOQUES DE REVISION (DE 5 A 10),"0,00",,,ANAT       ,"127,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","127,00",SMPuntos   
ANAT0244,INSUMOS ESPECIALES BLOQUES DE REVISION DE 10 EN ADELANTE,"0,00",,,ANAT       ,"127,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","127,00",SMPuntos   
ANAT0245,INSUMOS ESPECIALES BULBO RAQUIDEO,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0246,INSUMOS ESPECIALES CABEZA DE FEMUR,"0,00",,,ANAT       ,"48,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","48,00",SMPuntos   
ANAT0247,INSUMOS ESPECIALES CAVIDAD ORAL,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0248,INSUMOS ESPECIALES CEPILLADO BRONQUIAL,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0249,INSUMOS ESPECIALES CEREBELO,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0250,INSUMOS ESPECIALES CEREBRO ESTEREOTAXICA,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0251,INSUMOS ESPECIALES CEREBRO TUMOR,"0,00",,,ANAT       ,"29,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","29,00",SMPuntos   
ANAT0252,INSUMOS ESPECIALES CITOLOGIA CEPILLADO BRONQUIAL,"0,00",,,ANAT       ,"13,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","13,00",SMPuntos   
ANAT0253,INSUMOS ESPECIALES CITOLOGIA DE GANGLIO,"0,00",,,ANAT       ,"13,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","13,00",SMPuntos   
ANAT0254,INSUMOS ESPECIALES CITOLOGIA DE LAVADO BRONQUIAL,"0,00",,,ANAT       ,"13,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","13,00",SMPuntos   
ANAT0255,INSUMOS ESPECIALES CITOLOGIA DE ORINA,"0,00",,,ANAT       ,"13,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","13,00",SMPuntos   
ANAT0256,INSUMOS ESPECIALES DE PAAF DE MAMA,"0,00",,,ANAT       ,"13,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","13,00",SMPuntos   
ANAT0257,INSUMOS ESPECIALES DE PAAF DE TIROIDES,"0,00",,,ANAT       ,"13,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","13,00",SMPuntos   
ANAT0258,INSUMOS ESPECIALES CITOLOGIA DE QUISTE DE OVARIO/TESTICULO,"0,00",,,ANAT       ,"13,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","13,00",SMPuntos   
ANAT0259,INSUMOS ESPECIALES CITOLOGIA DE TIROIDES,"0,00",,,ANAT       ,"13,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","13,00",SMPuntos   
ANAT0260,INSUMOS ESPECIALES CITOLOGIA DESPISTAJE (EXO Y ENDO),"0,00",,,ANAT       ,"13,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","13,00",SMPuntos   
ANAT0261,INSUMOS ESPECIALES CITOLOGIA ESPUTO SERIADO C/U,"0,00",,,ANAT       ,"13,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","13,00",SMPuntos   
ANAT0262,INSUMOS ESPECIALES CITOLOGIA LIQUIDO CEFALORRAQUIDEO,"0,00",,,ANAT       ,"13,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","13,00",SMPuntos   
ANAT0263,INSUMOS ESPECIALES CITOLOGIA LIQUIDO PERITONEAL,"0,00",,,ANAT       ,"13,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","13,00",SMPuntos   
ANAT0264,INSUMOS ESPECIALES CITOLOGIA LIQUIDO PLEURAL,"0,00",,,ANAT       ,"13,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","13,00",SMPuntos   
ANAT0265,INSUMOS ESPECIALES CITOLOGIA LIQUIDO SERIADO C/U,"0,00",,,ANAT       ,"13,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","13,00",SMPuntos   
ANAT0266,INSUMOS ESPECIALES CITOLOGIA OTROS,"0,00",,,ANAT       ,"13,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","13,00",SMPuntos   
ANAT0267,INSUMOS ESPECIALES CITOLOGIA SECRECION MAMARIA,"0,00",,,ANAT       ,"13,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","13,00",SMPuntos   
ANAT0268,INSUMOS ESPECIALES COAGULOS,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0269,INSUMOS ESPECIALES COLON (CONDICION NO TUMORAL),"0,00",,,ANAT       ,"63,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","63,00",SMPuntos   
ANAT0270,INSUMOS ESPECIALES COLON (CONDICION TUMORAL),"0,00",,,ANAT       ,"127,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","127,00",SMPuntos   
ANAT0271,INSUMOS ESPECIALES COLON (ENDOSCOPIA),"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0272,INSUMOS ESPECIALES COLUMNA VERTEBRAL,"0,00",,,ANAT       ,"29,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","29,00",SMPuntos   
ANAT0273,INSUMOS ESPECIALES COLUMNA VERTEBRAL PUNCION,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0274,INSUMOS ESPECIALES COLUMNA VERTEBRAL PUNCION,"0,00",,,ANAT       ,"80,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","80,00",SMPuntos   
ANAT0275,INSUMOS ESPECIALES COLUMNA VERTEBRAL PUNCION,"0,00",,,ANAT       ,"29,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","29,00",SMPuntos   
ANAT0276,INSUMOS ESPECIALES CORDON UMBILICAL,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0277,INSUMOS ESPECIALES CORNETES,"0,00",,,ANAT       ,"29,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","29,00",SMPuntos   
ANAT0278,INSUMOS ESPECIALES CUELLOS UTERINO,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0279,INSUMOS ESPECIALES CUERDA VOCAL,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0280,INSUMOS ESPECIALES CUERO CABELLUDO,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0281,INSUMOS ESPECIALES CURETAJE UTERINO,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0282,INSUMOS ESPECIALES DEDO AMPUTACION,"0,00",,,ANAT       ,"48,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","48,00",SMPuntos   
ANAT0283,INSUMOS ESPECIALES DISCO INTERVERTEBRAL,"0,00",,,ANAT       ,"29,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","29,00",SMPuntos   
ANAT0284,INSUMOS ESPECIALES DUODENO,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0285,INSUMOS ESPECIALES ENDOCARIO,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0286,INSUMOS ESPECIALES ENDOMETRIO,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0287,INSUMOS ESPECIALES ENDOMETRIO POLIPO,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0288,INSUMOS ESPECIALES EPIDIDIMO,"0,00",,,ANAT       ,"29,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","29,00",SMPuntos   
ANAT0289,INSUMOS ESPECIALES EPIGLOTIS,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0290,INSUMOS ESPECIALES EPIPLON,"0,00",,,ANAT       ,"29,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","29,00",SMPuntos   
ANAT0291,INSUMOS ESPECIALES EPIPLON TUMORAL,"0,00",,,ANAT       ,"48,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","48,00",SMPuntos   
ANAT0292,INSUMOS ESPECIALES ESTOMAGO (BIOPSIA ENDOSCOPICA),"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0293,INSUMOS ESPECIALES ESTOMAGO (GASTRECTOMIA),"0,00",,,ANAT       ,"127,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","127,00",SMPuntos   
ANAT0294,INSUMOS ESPECIALES ESTUDIOS,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0295,"INSUMOS ESPECIALES ESOFAGO, ESTOMAGO, COLON, MUCOSECTOMIA","0,00",,,ANAT       ,"29,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","29,00",SMPuntos   
ANAT0296,INSUMOS ESPECIALES EXTREMIDADES (AMPUT.X CONDIC.NO TUMORAL),"0,00",,,ANAT       ,"63,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","63,00",SMPuntos   
ANAT0297,INSUMOS ESPECIALES EXTREMIDADES (AMPUT.X CONDIC. TUMORAL),"0,00",,,ANAT       ,"127,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","127,00",SMPuntos   
ANAT0298,INSUMOS ESPECIALES FARINGE,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0299,INSUMOS ESPECIALES FETOS MORTINATOS Y SIMILARES,"0,00",,,ANAT       ,"80,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","80,00",SMPuntos   
ANAT0300,INSUMOS ESPECIALES FISTULA,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0301,INSUMOS ESPECIALES FISTULA PERIANAL,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0302,INSUMOS ESPECIALES FONDO DE SACO DE DOUGLAS,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0303,INSUMOS ESPECIALES FOSA NASAL,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0304,INSUMOS ESPECIALES GANGLIO LINFATICO,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0305,"INSUMOS ESPECIALES GANGLIO LINFATICO, TRUCUT","0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0306,INSUMOS ESPECIALES GANGLION,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0307,INSUMOS ESPECIALES GLANDULA DE BARTHOLINO,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0308,"INSUMOS ESPECIALES GLANDULA SALIVAL (PAROTIDA, SUBLINGUAL Y SUBMAXILAR)","0,00",,,ANAT       ,"52,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","52,00",SMPuntos   
ANAT0309,INSUMOS ESPECIALES HEMORROIDES,"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0310,INSUMOS ESPECIALES HERNIA (CUALQUIER TIPO),"0,00",,,ANAT       ,"15,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","15,00",SMPuntos   
ANAT0311,INSUMOS ESPECIALES HERNIA DISCAL,"0,00",,,ANAT       ,"29,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","29,00",SMPuntos   
